Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij,k_i,k_j,Sim_ij
Fiona,France,1,"('Fiona', 'France')",2,593,0.0008431703204047217,1,69,0.003495691593377548
Charbel Jose,France,1,"('Charbel Jose', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Denmark,Netherlands,16,"('Denmark', 'Netherlands')",127,475,0.004243680066307501,60,102,0.0008327135014760126
Australia,Netherlands,30,"('Australia', 'Netherlands')",853,475,0.002221262417473931,255,102,0.0002922333376336902
Israel,Netherlands,3,"('Israel', 'Netherlands')",57,475,0.000332409972299169,31,102,0.00032423215980720917
Canada,Netherlands,37,"('Canada', 'Netherlands')",1030,475,0.002798160449667859,210,102,0.0003614319772988906
Brazil,Netherlands,8,"('Brazil', 'Netherlands')",71,475,0.0018977020014825797,65,102,0.000535004264298786
Belgium,Netherlands,32,"('Belgium', 'Netherlands')",208,475,0.010364372469635627,88,102,0.001074558549952815
Ireland,Netherlands,3,"('Ireland', 'Netherlands')",73,475,0.00025955299206921413,23,102,0.0003326205029857377
Netherlands,Netherlands,159,"('Netherlands', 'Netherlands')",475,475,0.11204875346260387,51,102,0.004641072371874553
Mexico,Netherlands,3,"('Mexico', 'Netherlands')",46,475,0.0004118993135011442,29,102,0.0003731611727102743
Germany,Netherlands,39,"('Germany', 'Netherlands')",428,475,0.007481554353172651,115,102,0.0007986323749681073
Finland,Netherlands,21,"('Finland', 'Netherlands')",163,475,0.005695834678721343,76,102,0.0008571795584944202
India,Netherlands,2,"('India', 'Netherlands')",122,475,6.902502157031924e-05,34,102,0.0001410794412992227
Malaysia,Netherlands,3,"('Malaysia', 'Netherlands')",46,475,0.0004118993135011442,41,102,0.00031383654918338357
France,Netherlands,23,"('France', 'Netherlands')",593,475,0.0018780509452383065,150,102,0.00035035471709876176
Italy,Netherlands,13,"('Italy', 'Netherlands')",219,475,0.0016246094688776736,72,102,0.0004703359291879436
Croatia,Netherlands,3,"('Croatia', 'Netherlands')",6,475,0.003157894736842105,29,102,0.0010332365006498858
Japan,Netherlands,2,"('Japan', 'Netherlands')",24,475,0.0003508771929824561,19,102,0.0004255010965549701
Austria,Netherlands,6,"('Austria', 'Netherlands')",58,475,0.0013067150635208712,53,102,0.000491645907157355
Estonia,Netherlands,3,"('Estonia', 'Netherlands')",13,475,0.0014574898785425102,28,102,0.0007143707634869785
David,Netherlands,7,"('David', 'Netherlands')",29,475,0.003557168784029038,17,102,0.0014322792154052221
Gerwin,Netherlands,1,"('Gerwin', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Jordan,Netherlands,2,"('Jordan', 'Netherlands')",9,475,0.0009356725146198831,9,102,0.001009579667609455
Erik,Netherlands,1,"('Erik', 'Netherlands')",3,475,0.0007017543859649122,3,102,0.0015143695014141823
Maria,Netherlands,1,"('Maria', 'Netherlands')",15,475,0.00014035087719298245,9,102,0.0003910085239321038
Allan,Netherlands,1,"('Allan', 'Netherlands')",1,475,0.002105263157894737,4,102,0.0022715542521212734
Joele,Netherlands,1,"('Joele', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Alan,Netherlands,1,"('Alan', 'Netherlands')",5,475,0.0004210526315789474,4,102,0.0010158699444643726
Adam,Netherlands,1,"('Adam', 'Netherlands')",1,475,0.002105263157894737,3,102,0.002622964917882112
Lebanon,Netherlands,3,"('Lebanon', 'Netherlands')",39,475,0.00048582995951417006,22,102,0.00046529750105645375
Kenya,Netherlands,1,"('Kenya', 'Netherlands')",4,475,0.0005263157894736842,1,102,0.0022715542521212734
Katri,Netherlands,1,"('Katri', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Claudia,Netherlands,2,"('Claudia', 'Netherlands')",5,475,0.0016842105263157896,6,102,0.0016589086726447983
Daniel,Netherlands,2,"('Daniel', 'Netherlands')",9,475,0.0009356725146198831,11,102,0.0009131991691178952
Marco,Netherlands,1,"('Marco', 'Netherlands')",5,475,0.0004210526315789474,4,102,0.0010158699444643726
Ans,Netherlands,3,"('Ans', 'Netherlands')",3,475,0.00631578947368421,4,102,0.003934447376823169
Colombia,Netherlands,3,"('Colombia', 'Netherlands')",17,475,0.0011145510835913312,35,102,0.0005587478707599736
Luuk,Netherlands,1,"('Luuk', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Hans,Netherlands,1,"('Hans', 'Netherlands')",2,475,0.0010526315789473684,3,102,0.0018547162802488573
Matthias,Netherlands,2,"('Matthias', 'Netherlands')",4,475,0.002105263157894737,3,102,0.002622964917882112
Mijntje,Netherlands,1,"('Mijntje', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Megan,Netherlands,3,"('Megan', 'Netherlands')",2,475,0.009473684210526316,3,102,0.005564148840746573
Mari,Netherlands,2,"('Mari', 'Netherlands')",6,475,0.0014035087719298245,3,102,0.0021416418873441184
Lithuania,Netherlands,3,"('Lithuania', 'Netherlands')",10,475,0.001894736842105263,20,102,0.0009637388493048532
Maarten,Netherlands,1,"('Maarten', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Gerdien,Netherlands,1,"('Gerdien', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Dendi,Netherlands,2,"('Dendi', 'Netherlands')",1,475,0.008421052631578947,1,102,0.009086217008485093
Barbara,Netherlands,3,"('Barbara', 'Netherlands')",6,475,0.003157894736842105,11,102,0.0016776539984043035
Marloes,Netherlands,1,"('Marloes', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Friederike,Netherlands,1,"('Friederike', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Antoinette,Netherlands,1,"('Antoinette', 'Netherlands')",2,475,0.0010526315789473684,8,102,0.0011357771260606367
Lammertjan,Netherlands,1,"('Lammertjan', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Mette,Netherlands,1,"('Mette', 'Netherlands')",2,475,0.0010526315789473684,2,102,0.0022715542521212734
Hsin-Hsuan Meg,Netherlands,1,"('Hsin-Hsuan Meg', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Kristel,Netherlands,1,"('Kristel', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Anne,Netherlands,2,"('Anne', 'Netherlands')",5,475,0.0016842105263157896,13,102,0.0011270065150674002
Fidel,Netherlands,1,"('Fidel', 'Netherlands')",1,475,0.002105263157894737,21,102,0.0009913875529090036
Maiju,Netherlands,1,"('Maiju', 'Netherlands')",3,475,0.0007017543859649122,4,102,0.001311482458941056
Franziska,Netherlands,1,"('Franziska', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Giovanni,Netherlands,1,"('Giovanni', 'Netherlands')",2,475,0.0010526315789473684,5,102,0.0014366570530687185
Laury,Netherlands,2,"('Laury', 'Netherlands')",1,475,0.008421052631578947,2,102,0.006424925662032355
Mamta,Netherlands,1,"('Mamta', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Marlene,Netherlands,1,"('Marlene', 'Netherlands')",2,475,0.0010526315789473684,3,102,0.0018547162802488573
Domenico,Netherlands,1,"('Domenico', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Dolf,Netherlands,1,"('Dolf', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Auke,Netherlands,1,"('Auke', 'Netherlands')",1,475,0.002105263157894737,3,102,0.002622964917882112
Emiel,Netherlands,1,"('Emiel', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Ehsan,Netherlands,1,"('Ehsan', 'Netherlands')",1,475,0.002105263157894737,3,102,0.002622964917882112
Joona,Netherlands,1,"('Joona', 'Netherlands')",2,475,0.0010526315789473684,3,102,0.0018547162802488573
Lonneke,Netherlands,1,"('Lonneke', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Dirk,Netherlands,2,"('Dirk', 'Netherlands')",4,475,0.002105263157894737,6,102,0.0018547162802488573
Brigitte,Netherlands,2,"('Brigitte', 'Netherlands')",3,475,0.002807017543859649,32,102,0.0009273581401244286
Nazim,Netherlands,1,"('Nazim', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Jan,Netherlands,1,"('Jan', 'Netherlands')",2,475,0.0010526315789473684,5,102,0.0014366570530687185
Adriaan,Netherlands,1,"('Adriaan', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Madelijne,Netherlands,1,"('Madelijne', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Luminita,Netherlands,1,"('Luminita', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Marcel,Netherlands,3,"('Marcel', 'Netherlands')",1,475,0.018947368421052633,1,102,0.013629325512727641
Mieneke,Netherlands,1,"('Mieneke', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Andreas,Netherlands,1,"('Andreas', 'Netherlands')",7,475,0.0003007518796992481,16,102,0.00042928340290744317
Mikko,Netherlands,1,"('Mikko', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Armin Pircher,Netherlands,1,"('Armin Pircher', 'Netherlands')",2,475,0.0010526315789473684,3,102,0.0018547162802488573
Jean-Pierre,Netherlands,2,"('Jean-Pierre', 'Netherlands')",1,475,0.008421052631578947,1,102,0.009086217008485093
Natalija,Netherlands,2,"('Natalija', 'Netherlands')",2,475,0.004210526315789474,2,102,0.004543108504242547
Desiree,Netherlands,1,"('Desiree', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Jianhong,Netherlands,1,"('Jianhong', 'Netherlands')",2,475,0.0010526315789473684,3,102,0.0018547162802488573
Mieke,Netherlands,2,"('Mieke', 'Netherlands')",1,475,0.008421052631578947,4,102,0.004543108504242547
Beatrice,Netherlands,2,"('Beatrice', 'Netherlands')",1,475,0.008421052631578947,6,102,0.0037094325604977146
Francesca,Netherlands,1,"('Francesca', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Maxim,Netherlands,1,"('Maxim', 'Netherlands')",2,475,0.0010526315789473684,1,102,0.0032124628310161774
Gunter,Netherlands,1,"('Gunter', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Mandi,Netherlands,1,"('Mandi', 'Netherlands')",1,475,0.002105263157894737,1,102,0.004543108504242547
Juliana Guedes,Netherlands,1,"('Juliana Guedes', 'Netherlands')",1,475,0.002105263157894737,2,102,0.0032124628310161774
Melanie,Netherlands,1,"('Melanie', 'Netherlands')",2,475,0.0010526315789473684,3,102,0.0018547162802488573
Anne Leonore,Netherlands,3,"('Anne Leonore', 'Netherlands')",1,475,0.018947368421052633,9,102,0.004543108504242548
Chris Reinders,Netherlands,3,"('Chris Reinders', 'Netherlands')",1,475,0.018947368421052633,8,102,0.004818694246524266
Elke Hindina,Netherlands,3,"('Elke Hindina', 'Netherlands')",1,475,0.018947368421052633,7,102,0.005151400834889318
Malouke Esra,Netherlands,3,"('Malouke Esra', 'Netherlands')",1,475,0.018947368421052633,4,102,0.0068146627563638205
Emmeke Barbara,Netherlands,3,"('Emmeke Barbara', 'Netherlands')",1,475,0.018947368421052633,6,102,0.005564148840746573
Gabriela,Netherlands,3,"('Gabriela', 'Netherlands')",1,475,0.018947368421052633,5,102,0.006095219666786235
Monique,Netherlands,6,"('Monique', 'Netherlands')",2,475,0.037894736842105266,3,102,0.011128297681493145
Gloria Xiaocheng,Netherlands,1,"('Gloria Xiaocheng', 'Netherlands')",1,475,0.002105263157894737,4,102,0.0022715542521212734
Manon,Netherlands,2,"('Manon', 'Netherlands')",1,475,0.008421052631578947,1,102,0.009086217008485093
Denmark,Estonia,1,"('Denmark', 'Estonia')",127,13,0.0006056935190793458,60,8,0.0011233260871545583
Australia,Estonia,7,"('Australia', 'Estonia')",853,13,0.004418793398863739,255,8,0.001471759217916246
Canada,Estonia,7,"('Canada', 'Estonia')",1030,13,0.003659447348767737,210,8,0.0014758870110901463
Brazil,Estonia,4,"('Brazil', 'Estonia')",71,13,0.01733477789815818,65,8,0.0057737432695446275
Croatia,Estonia,2,"('Croatia', 'Estonia')",6,13,0.05128205128205128,29,8,0.014867525836251314
Austria,Estonia,2,"('Austria', 'Estonia')",58,13,0.005305039787798408,53,8,0.0035372144820433743
Estonia,Estonia,1,"('Estonia', 'Estonia')",13,13,0.005917159763313609,28,8,0.0051396392675466225
Colombia,Estonia,2,"('Colombia', 'Estonia')",17,13,0.01809954751131222,35,8,0.008039977681052937
Denmark,Germany,14,"('Denmark', 'Germany')",127,428,0.0036058576790050775,60,53,0.0010648556282994862
Australia,Germany,34,"('Australia', 'Germany')",853,428,0.0031663945831644225,255,53,0.00048403246537514214
Canada,Germany,26,"('Canada', 'Germany')",1030,428,0.0015334361673169405,210,53,0.00037118059956681935
Brazil,Germany,2,"('Brazil', 'Germany')",71,428,0.00013163090693694878,65,53,0.00019547189519323504
Belgium,Germany,9,"('Belgium', 'Germany')",208,428,0.0009098670021567218,88,53,0.00044168198565109804
Germany,Germany,153,"('Germany', 'Germany')",428,428,0.12778954493842257,115,53,0.004578896287557781
Finland,Germany,6,"('Finland', 'Germany')",163,428,0.0005160254572558913,76,53,0.0003579240102787665
France,Germany,32,"('France', 'Germany')",593,428,0.004034609383618855,150,53,0.0007123889637517749
Croatia,Germany,1,"('Croatia', 'Germany')",6,428,0.0003894080996884735,29,53,0.0005033447654965858
Austria,Germany,12,"('Austria', 'Germany')",58,428,0.005800837898807605,53,53,0.0014370421119839813
Estonia,Germany,1,"('Estonia', 'Germany')",13,428,0.00017972681524083394,28,53,0.0003480082093487837
David,Germany,3,"('David', 'Germany')",29,428,0.0007251047373509507,17,53,0.0008970940490879066
Alexandro,Germany,1,"('Alexandro', 'Germany')",1,428,0.002336448598130841,1,53,0.006639573466254398
Daniel,Germany,1,"('Daniel', 'Germany')",9,428,0.00025960539979231567,11,53,0.0006673022410777355
Eva,Germany,1,"('Eva', 'Germany')",5,428,0.00046728971962616824,6,53,0.0012122147198934334
Ariane Berthoin,Germany,1,"('Ariane Berthoin', 'Germany')",1,428,0.002336448598130841,2,53,0.004694887422174756
Colombia,Germany,2,"('Colombia', 'Germany')",17,428,0.0005497526113249038,35,53,0.0005443919486051824
Christian,Germany,3,"('Christian', 'Germany')",6,428,0.0035046728971962616,7,53,0.0030735252844874164
Felix,Germany,2,"('Felix', 'Germany')",5,428,0.001869158878504673,11,53,0.0017905598071053228
Andranik,Germany,1,"('Andranik', 'Germany')",1,428,0.002336448598130841,2,53,0.004694887422174756
Andre,Germany,1,"('Andre', 'Germany')",3,428,0.000778816199376947,5,53,0.001714330497381596
Federica,Germany,1,"('Federica', 'Germany')",3,428,0.000778816199376947,4,53,0.001916679764023137
Denise,Germany,5,"('Denise', 'Germany')",5,428,0.011682242990654205,4,53,0.007423268806074371
Bjoern,Germany,1,"('Bjoern', 'Germany')",2,428,0.0011682242990654205,4,53,0.002347443711087378
Antoinette,Germany,1,"('Antoinette', 'Germany')",2,428,0.0011682242990654205,8,53,0.0016598933665635995
Alina S. Hernandez,Germany,8,"('Alina S. Hernandez', 'Germany')",4,428,0.037383177570093455,7,53,0.010038091544715569
Anne,Germany,2,"('Anne', 'Germany')",5,428,0.001869158878504673,13,53,0.0016470754653448304
Alexander,Germany,1,"('Alexander', 'Germany')",5,428,0.00046728971962616824,10,53,0.0009389774844349513
Czech Republic,Germany,1,"('Czech Republic', 'Germany')",8,428,0.0002920560747663551,7,53,0.0008872503251799655
Carolin,Germany,2,"('Carolin', 'Germany')",2,428,0.004672897196261682,3,53,0.005421189034015167
Dominik,Germany,1,"('Dominik', 'Germany')",1,428,0.002336448598130841,1,53,0.006639573466254398
Anna Katharina,Germany,1,"('Anna Katharina', 'Germany')",2,428,0.0011682242990654205,3,53,0.0027105945170075836
Anastasia,Germany,2,"('Anastasia', 'Germany')",3,428,0.003115264797507788,4,53,0.003833359528046274
Axel,Germany,1,"('Axel', 'Germany')",1,428,0.002336448598130841,2,53,0.004694887422174756
Claudius,Germany,2,"('Claudius', 'Germany')",1,428,0.009345794392523364,1,53,0.013279146932508796
Cormac,Germany,1,"('Cormac', 'Germany')",1,428,0.002336448598130841,4,53,0.003319786733127199
Andreas,Germany,6,"('Andreas', 'Germany')",7,428,0.012016021361815754,16,53,0.003764284329268338
Bernd,Germany,1,"('Bernd', 'Germany')",1,428,0.002336448598130841,3,53,0.003833359528046274
Dominika,Germany,2,"('Dominika', 'Germany')",1,428,0.009345794392523364,2,53,0.009389774844349512
Achim,Germany,1,"('Achim', 'Germany')",1,428,0.002336448598130841,6,53,0.0027105945170075836
Eva-Maria,Germany,1,"('Eva-Maria', 'Germany')",1,428,0.002336448598130841,2,53,0.004694887422174756
Armin Pircher,Germany,2,"('Armin Pircher', 'Germany')",2,428,0.004672897196261682,3,53,0.005421189034015167
Adeline,Germany,1,"('Adeline', 'Germany')",1,428,0.002336448598130841,3,53,0.003833359528046274
Christoph,Germany,1,"('Christoph', 'Germany')",1,428,0.002336448598130841,2,53,0.004694887422174756
Birte,Germany,2,"('Birte', 'Germany')",1,428,0.009345794392523364,1,53,0.013279146932508796
Armenia,Germany,1,"('Armenia', 'Germany')",1,428,0.002336448598130841,4,53,0.003319786733127199
Corinna,Germany,2,"('Corinna', 'Germany')",1,428,0.009345794392523364,1,53,0.013279146932508796
Catharina,Germany,1,"('Catharina', 'Germany')",1,428,0.002336448598130841,3,53,0.003833359528046274
Christiana,Germany,2,"('Christiana', 'Germany')",1,428,0.009345794392523364,2,53,0.009389774844349512
Friederike Sophie,Germany,1,"('Friederike Sophie', 'Germany')",1,428,0.002336448598130841,1,53,0.006639573466254398
Agnes,Germany,1,"('Agnes', 'Germany')",1,428,0.002336448598130841,2,53,0.004694887422174756
Anna Lena,Germany,1,"('Anna Lena', 'Germany')",1,428,0.002336448598130841,1,53,0.006639573466254398
Anna-Lena,Germany,1,"('Anna-Lena', 'Germany')",1,428,0.002336448598130841,1,53,0.006639573466254398
Denmark,Taiwan,1,"('Denmark', 'Taiwan')",127,211,3.7317610180244055e-05,60,83,8.656498148864428e-05
Australia,Taiwan,9,"('Australia', 'Taiwan')",853,211,0.00045004250401426804,255,83,0.00014582017993627843
Saudi Arabia,Taiwan,1,"('Saudi Arabia', 'Taiwan')",19,211,0.0002494387627837366,5,83,0.0007752788270808427
Peoples R China,Taiwan,36,"('Peoples R China', 'Taiwan')",994,211,0.006179255628558079,129,83,0.0007596860989586252
Israel,Taiwan,2,"('Israel', 'Taiwan')",57,211,0.0003325850170449821,31,83,0.00035952694717670847
Canada,Taiwan,12,"('Canada', 'Taiwan')",1030,211,0.0006625868494915566,210,83,0.0001949722091339432
Switzerland,Taiwan,2,"('Switzerland', 'Taiwan')",169,211,0.00011217364480215374,11,83,0.00035051775942706795
Poland,Taiwan,1,"('Poland', 'Taiwan')",13,211,0.0003645643456069996,7,83,0.000792134684916771
South Africa,Taiwan,4,"('South Africa', 'Taiwan')",84,211,0.0009027307605506658,11,83,0.0009943601973814845
Brazil,Taiwan,8,"('Brazil', 'Taiwan')",71,211,0.004272077965422869,65,83,0.0008898644569260275
Oman,Taiwan,4,"('Oman', 'Taiwan')",5,211,0.015165876777251185,18,83,0.0031860931052416735
Belgium,Taiwan,4,"('Belgium', 'Taiwan')",208,211,0.0003645643456069996,88,83,0.0002234121118974301
Spain,Taiwan,6,"('Spain', 'Taiwan')",535,211,0.00031890862382070247,21,83,0.0004277445040783019
Netherlands,Taiwan,3,"('Netherlands', 'Taiwan')",475,211,8.979795460214517e-05,51,83,0.00014564953016460807
Russia,Taiwan,4,"('Russia', 'Taiwan')",20,211,0.0037914691943127963,15,83,0.001745095064052546
Mexico,Taiwan,10,"('Mexico', 'Taiwan')",46,211,0.01030290541932825,29,83,0.002068911012855399
Germany,Taiwan,1,"('Germany', 'Taiwan')",428,211,1.1073216104885503e-05,115,83,3.4060335496769386e-05
Finland,Taiwan,1,"('Finland', 'Taiwan')",163,211,2.907568400546623e-05,76,83,6.789208211420909e-05
Taiwan,Taiwan,98,"('Taiwan', 'Taiwan')",211,211,0.21571842501291524,19,83,0.011695741845084394
Portugal,Taiwan,11,"('Portugal', 'Taiwan')",114,211,0.005030348382805355,23,83,0.001623289829485457
Malaysia,Taiwan,9,"('Malaysia', 'Taiwan')",46,211,0.008345353389655884,41,83,0.0015659986791057273
Singapore,Taiwan,9,"('Singapore', 'Taiwan')",85,211,0.004516308893225537,22,83,0.0015726838692812508
France,Taiwan,9,"('France', 'Taiwan')",593,211,0.0006473629948131039,150,83,0.00022802856771867783
